118,-55,-0.28,-0.08,-0.2,-11,11,0.005,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,13924,3025,0.07840000000000001,0.0064,0.04000000000000001,121,121,25e-6,0.04000000000000001,1e-6,1e-6,1e-6,1e-6,0,0,0,0,1e-6,4.770684624465665,0,0,0,0,0,2.3978952727983707,-5.298317366548036,0,0,0,0,0,0,0,0,0,0,10.862780491200215,0,0,0,0,0,3.3166247903554,0.07071067811865475,0,0,0,0,0,0,0,0,0,0
390,-45,-0.06,-0.07,-0.6,-12,11,0.01,-0.2,-8e-4,-8e-4,-8e-4,-8e-4,0,0,0,0,-8e-4,152100,2025,0.0036,0.004900000000000001,0.36,144,121,1e-4,0.04000000000000001,64e-8,64e-8,64e-8,64e-8,0,0,0,0,64e-8,5.966146739123692,0,0,0,0,0,2.3978952727983707,-4.605170185988091,0,0,0,0,0,0,0,0,0,0,19.748417658131498,0,0,0,0,0,3.3166247903554,0.1,0,0,0,0,0,0,0,0,0,0
68,6,0.11,0.15,0.6,-10,-9,-0.003,-0.2,-0.0011,-0.001,-0.001,-0.001,-2e-4,0,0,0,-0.001,4624,36,0.0121,0.0225,0.36,100,81,9e-6,0.04000000000000001,121e-8,1e-6,1e-6,1e-6,4e-8,0,0,0,1e-6,4.219507705176107,1.791759469228055,-2.2072749131897207,-1.8971199848858813,-0.5108256237659907,0,0,0,0,0,0,0,0,0,0,0,0,0,8.246211251235321,2.449489742783178,0.33166247903553997,0.3872983346207417,0.7745966692414834,0,0,0,0,0,0,0,0,0,0,0,0,0
-358,-12,-0.2,0.13,-0.3,-11,-7,0.001,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,128164,144,0.04000000000000001,0.016900000000000002,0.09,121,49,1e-6,0.010000000000000002,1e-6,1e-6,1e-6,1e-6,0,0,0,0,1e-6,0,0,0,-2.0402208285265546,0,0,0,-6.907755278982137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36055512754639896,0,0,0,0.03162277660168379,0,0,0,0,0,0,0,0,0,0
-411,-19,-0.18,0.02,-0.5,-11,-3,0.002,1.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,168921,361,0.0324,4e-4,0.25,121,9,4e-6,1.44,1e-6,1e-6,1e-6,1e-6,0,0,0,0,1e-6,0,0,0,-3.912023005428146,0,0,0,-6.214608098422191,0.1823215567939546,0,0,0,0,0,0,0,0,0,0,0,0,0.1414213562373095,0,0,0,0.044721359549995794,1.0954451150103321,0,0,0,0,0,0,0,0,0
-374,-29,-0.14,0.03,-0.8,-12,5,0.003,-0.3,-8e-4,-0.001,-0.001,-0.001,1e-4,0,0,0,-0.001,139876,841,0.019600000000000003,9e-4,0.6400000000000001,144,25,9e-6,0.09,64e-8,1e-6,1e-6,1e-6,1e-8,0,0,0,1e-6,0,0,0,-3.506557897319982,0,0,1.6094379124341003,-5.809142990314028,0,0,0,0,0,-9.210340371976182,0,0,0,0,0,0,0,0.17320508075688773,0,0,2.23606797749979,0.05477225575051661,0,0,0,0,0,0.01,0,0,0,0
-11,-43,0.34,-0.05,-0.4,-11,9,0.01,-0.2,-7e-4,-7e-4,-7e-4,-7e-4,-2e-4,0,0,0,-7e-4,121,1849,0.11560000000000002,0.0025000000000000005,0.16000000000000003,121,81,1e-4,0.04000000000000001,49e-8,49e-8,49e-8,49e-8,4e-8,0,0,0,49e-8,0,0,-1.0788096613719298,0,0,0,2.1972245773362196,-4.605170185988091,0,0,0,0,0,0,0,0,0,0,0,0,0.5830951894845301,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0
224,5,-0.35,0.06,-1.2,-12,1,0.01,0.2,-8e-4,-8e-4,-8e-4,-8e-4,0,0,0,0,-8e-4,50176,25,0.12249999999999998,0.0036,1.44,144,1,1e-4,0.04000000000000001,64e-8,64e-8,64e-8,64e-8,0,0,0,0,64e-8,5.4116460518550396,1.6094379124341003,0,-2.8134107167600364,0,0,0,-4.605170185988091,-1.6094379124341003,0,0,0,0,0,0,0,0,0,14.966629547095765,2.23606797749979,0,0.2449489742783178,0,0,1,0.1,0.4472135954999579,0,0,0,0,0,0,0,0,0
-120,13,0.29,0.15,-1.4,-12,-9,0.008,-0.2,-8e-4,-8e-4,-8e-4,-8e-4,0,0,0,0,-8e-4,14400,169,0.0841,0.0225,1.9599999999999997,144,81,64e-6,0.04000000000000001,64e-8,64e-8,64e-8,64e-8,0,0,0,0,64e-8,0,2.5649493574615367,-1.2378743560016174,-1.8971199848858813,0,0,0,-4.8283137373023015,0,0,0,0,0,0,0,0,0,0,0,3.605551275463989,0.5385164807134504,0.3872983346207417,0,0,0,0.08944271909999159,0,0,0,0,0,0,0,0,0,0
-335,-3,0.27,0.13,-0.1,-11,-8,-0.009,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,112225,9,0.0729,0.016900000000000002,0.010000000000000002,121,64,8099999999999999e-20,0.04000000000000001,1e-6,1e-6,1e-6,1e-6,0,0,0,0,1e-6,0,0,-1.3093333199837622,-2.0402208285265546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5196152422706632,0.36055512754639896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
