-301,4,-0.36,0.09,-0.3,-19,7,-0.001,0.2,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,90601,16,0.1296,0.0081,0.09,361,49,1e-6,0.04000000000000001,324e-8,324e-8,324e-8,324e-8,0,0,0,0,324e-8,0,1.3862943611198906,0,-2.407945608651872,0,0,1.9459101490553132,0,-1.6094379124341003,0,0,0,0,0,0,0,0,0,0,2,0,0.3,0,0,2.6457513110645907,0,0.4472135954999579,0,0,0,0,0,0,0,0,0
-286,3,-0.36,0.09,-0.4,-19,8,0,0.3,-0.0016,-0.0018,-0.0018,-0.0018,1e-4,0,0,0,-0.0018,81796,9,0.1296,0.0081,0.16000000000000003,361,64,0,0.09,256e-8,324e-8,324e-8,324e-8,1e-8,0,0,0,324e-8,0,1.0986122886681096,0,-2.407945608651872,0,0,2.0794415416798357,0,-1.2039728043259361,0,0,0,0,-9.210340371976182,0,0,0,0,0,1.7320508075688772,0,0.3,0,0,2.8284271247461903,0,0.5477225575051661,0,0,0,0,0.01,0,0,0,0
-176,-5,-0.22,0.15,-1,-20,4,0.008,0.2,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,30976,25,0.0484,0.0225,1,400,16,64e-6,0.04000000000000001,256e-8,256e-8,256e-8,256e-8,0,0,0,0,256e-8,0,0,0,-1.8971199848858813,0,0,1.3862943611198906,-4.8283137373023015,-1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,0.3872983346207417,0,0,2,0.08944271909999159,0.4472135954999579,0,0,0,0,0,0,0,0,0
-79,-10,0.05,0.17,-1.2,-20,3,0.011,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,6241,100,0.0025000000000000005,0.028900000000000006,1.44,400,9,0.00012099999999999999,0.04000000000000001,225e-8,225e-8,225e-8,225e-8,0,0,0,0,225e-8,0,0,-2.995732273553991,-1.7719568419318752,0,0,1.0986122886681096,-4.509860006183766,0,0,0,0,0,0,0,0,0,0,0,0,0.22360679774997896,0.41231056256176607,0,0,1.7320508075688772,0.10488088481701516,0,0,0,0,0,0,0,0,0,0
-260,-17,0.31,0.3,-0.7,-20,-10,0.01,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,67600,289,0.0961,0.09,0.48999999999999994,400,100,1e-4,0.04000000000000001,196e-8,196e-8,196e-8,196e-8,0,0,0,0,196e-8,0,0,-1.171182981502945,-1.2039728043259361,0,0,0,-4.605170185988091,0,0,0,0,0,0,0,0,0,0,0,0,0.5567764362830022,0.5477225575051661,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
-327,-22,0.42,0.06,-0.3,-19,1,0.012,2.5,-0.0014,-0.0013,-0.0013,-0.0013,-2e-4,0,0,0,-0.0013,106929,484,0.17639999999999997,0.0036,0.09,361,1,144e-6,6.25,196e-8,169e-8,169e-8,169e-8,4e-8,0,0,0,169e-8,0,0,-0.8675005677047232,-2.8134107167600364,0,0,0,-4.422848629194137,0.9162907318741551,0,0,0,0,0,0,0,0,0,0,0,0.648074069840786,0.2449489742783178,0,0,1,0.10954451150103323,1.5811388300841898,0,0,0,0,0,0,0,0,0
-352,-34,0.25,0.21,0.6,-18,-5,-0.015,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,123904,1156,0.0625,0.04409999999999999,0.36,324,25,225e-6,0.010000000000000002,361e-8,361e-8,361e-8,361e-8,0,0,0,0,361e-8,0,0,-1.3862943611198906,-1.5606477482646683,-0.5108256237659907,0,0,0,-2.3025850929940455,0,0,0,0,0,0,0,0,0,0,0,0.5,0.458257569495584,0.7745966692414834,0,0,0,0.31622776601683794,0,0,0,0,0,0,0,0,0
-143,-45,0.06,0.03,0.9,-18,15,-0.009,-1.1,-0.0016,-0.0017,-0.0017,-0.0017,1e-4,0,0,0,-0.0017,20449,2025,0.0036,9e-4,0.81,324,225,8099999999999999e-20,1.2100000000000002,256e-8,289e-8,289e-8,289e-8,1e-8,0,0,0,289e-8,0,0,-2.8134107167600364,-3.506557897319982,-0.10536051565782628,0,2.70805020110221,0,0,0,0,0,0,-9.210340371976182,0,0,0,0,0,0,0.2449489742783178,0.17320508075688773,0.9486832980505138,0,3.872983346207417,0,0,0,0,0,0,0.01,0,0,0,0
-86,-45,0.04,-0.03,0.9,-18,14,-0.004,0.1,-0.0015,-0.0015,-0.0015,-0.0016,0,0,1e-4,0,-0.0016,7396,2025,0.0016,9e-4,0.81,324,196,16e-6,0.010000000000000002,225e-8,225e-8,225e-8,256e-8,0,0,1e-8,0,256e-8,0,0,-3.2188758248682006,0,-0.10536051565782628,0,2.6390573296152584,0,-2.3025850929940455,0,0,0,0,0,0,-9.210340371976182,0,0,0,0,0.2,0,0.9486832980505138,0,3.7416573867739413,0,0.31622776601683794,0,0,0,0,0,0,0.01,0,0
185,-44,-0.18,0.01,0.8,-18,13,-0.017,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,34225,1936,0.0324,1e-4,0.6400000000000001,324,169,0.00028900000000000003,0.010000000000000002,361e-8,361e-8,361e-8,361e-8,0,0,0,0,361e-8,5.220355825078325,0,0,-4.605170185988091,-0.2231435513142097,0,2.5649493574615367,0,-2.3025850929940455,0,0,0,0,0,0,0,0,0,13.601470508735444,0,0,0.1,0.8944271909999159,0,3.605551275463989,0,0.31622776601683794,0,0,0,0,0,0,0,0,0
